url,condition,car,price
www.cars.com/vehicledetail/91611f96-6f3b-4dfd-ac58-7c6614fbc4f1/,Used,2015 Ferrari F12berlinetta Base,$295900
www.cars.com/vehicledetail/cb594841-8cad-4abf-81ac-3df143d85407/,Used,2021 Ferrari F8 Spider Base,$559988
www.cars.com/vehicledetail/50b75b9e-6b58-4161-a6cc-7d3c44d1ffe5/,Used,2015 Ferrari 458 Italia,Not Priced
www.cars.com/vehicledetail/fe7c6afc-f3db-4702-bc19-3e6f7267f5d1/,Used,2019 Ferrari 812 Superfast Base,$469900
www.cars.com/vehicledetail/3d95b4d2-1e92-4b27-af02-9a82015ae22b/,Used,2017 Ferrari 488 GTB Base,$255900
www.cars.com/vehicledetail/eb18c74f-4749-4df4-b8c2-e66573017206/,Used,1979 Ferrari 308 GTS,$97500
www.cars.com/vehicledetail/b1e3be55-4805-4ec5-b751-963b33422911/,Used,2019 Ferrari Portofino Base,$264587
www.cars.com/vehicledetail/458a982e-bd94-4143-a00c-8d9e726f408b/,Used,2020 Ferrari 488 Pista Base,$574900
www.cars.com/vehicledetail/b44518d7-04d6-4d92-88e9-e36e2bbb9d6e/,Used,2018 Ferrari 488 GTB Base,$299900
www.cars.com/vehicledetail/8240967c-0f6f-4849-93e2-146be8497e5c/,Ferrari Certified,2011 Ferrari 458 Italia Base,$257400
www.cars.com/vehicledetail/8f32cf50-d700-42fb-9739-fed313cdd74f/,Used,2016 Ferrari California T,$179777
www.cars.com/vehicledetail/259199e9-e790-4942-a408-6dfbb38385f7/,Ferrari Certified,2019 Ferrari 812 Superfast Base,$459900
www.cars.com/vehicledetail/5348a41d-368a-44c1-89ea-f99f922a8db7/,Used,2018 Ferrari 488 GTB Base,$303870
www.cars.com/vehicledetail/2a73e381-5786-4ccf-a4c9-6f2f49f77a54/,Used,2002 Ferrari 360 Modena,$98995
www.cars.com/vehicledetail/81cf512c-f0e4-462d-95cc-16533658654b/,Used,2022 Ferrari SF90 Stradale Base,$999998
www.cars.com/vehicledetail/4d8bd2d8-8d6a-443f-8555-1a69ca667b87/,Used,2016 Ferrari 488 Spider Base,$299900
www.cars.com/vehicledetail/79aef648-7ad5-42ee-b502-23a746d0845b/,Ferrari Certified,2021 Ferrari Roma Base,$299900
www.cars.com/vehicledetail/99aeb4f8-0f8b-4937-8b89-a14caa70467b/,Used,2012 Ferrari 458 Italia Base,$214996
www.cars.com/vehicledetail/d4d43617-e217-4c93-b532-1c8ad0caf3a1/,Ferrari Certified,2015 Ferrari F12berlinetta Base,$299000
www.cars.com/vehicledetail/4877d02c-bda3-49b5-9faf-5dcdaae18b80/,Used,2005 Ferrari F430 Berlinetta,$349990
www.cars.com/vehicledetail/717224e9-13ea-4d6c-87d0-9041b9c6b801/,Ferrari Certified,2020 Ferrari 488 Pista,$555900
www.cars.com/vehicledetail/3615c137-62ff-4928-8f72-42febb1f5e41/,Used,2021 Ferrari F8 Spider Base,Not Priced
www.cars.com/vehicledetail/db140c3e-65bc-4045-afcd-8d754a1965ef/,Used,2021 Ferrari 812 GTS Base,$762800
www.cars.com/vehicledetail/76027619-f7bc-4a04-90eb-d06a70df3261/,Ferrari Certified,2022 Ferrari F8 Spider Base,$569900
www.cars.com/vehicledetail/40e61f5d-0acf-4802-808e-c4f731468963/,Used,2012 Ferrari California Base,$138888
www.cars.com/vehicledetail/72b0b60d-c690-404d-8afd-f6baaeb15650/,Used,2017 Ferrari 488 Spider Base,$385000
www.cars.com/vehicledetail/ce66461b-c073-40f3-ad52-a21c43e1fdff/,Ferrari Certified,2018 Ferrari GTC4Lusso V12,$299000
www.cars.com/vehicledetail/28df2b8c-8cbb-4409-af3d-ef5b3e412efb/,Used,2008 Ferrari F430 Scuderia,$314991
www.cars.com/vehicledetail/83447466-281a-4c06-bbdb-7ec82881808f/,Used,2016 Ferrari 488 GTB Base,$279900
www.cars.com/vehicledetail/2c3948e7-6cfe-47a6-b41e-df2c2d81d375/,Used,2014 Ferrari California Base,$139885
www.cars.com/vehicledetail/ec95a6d2-52a8-4e84-88ba-c8fdadc64462/,Used,2015 Ferrari California T,$139950
www.cars.com/vehicledetail/f47ba9d6-7ae7-4038-b15d-0bf373271a2d/,Ferrari Certified,2021 Ferrari SF90 Stradale Base,$899900
www.cars.com/vehicledetail/c74feaa8-97ca-41b2-b667-378dd9f80aed/,Ferrari Certified,2021 Ferrari SF90 Stradale,$895000
www.cars.com/vehicledetail/a5b5643a-4c14-4eb5-8003-d9bf059ef85e/,Ferrari Certified,2018 Ferrari 488 Spider Base,$339900
www.cars.com/vehicledetail/c86e3a95-4e37-4406-825f-585e0f7ff662/,Used,2016 Ferrari 488 GTB Base,$279755
www.cars.com/vehicledetail/a307c04d-09cc-4df6-9ff0-d44a5a91d1b5/,Used,2016 Ferrari California T,$179990
www.cars.com/vehicledetail/fafd0789-9cc9-4a2a-b286-41ecfbec7b77/,Used,2007 Ferrari F430 Berlinetta,$111995
www.cars.com/vehicledetail/6f97a5bf-fbbc-48d8-a9cd-299f2baef78e/,Used,2014 Ferrari 458 Spider Base,$359998
www.cars.com/vehicledetail/56e6d2f0-1c0f-4062-8aa7-13941d478c25/,Used,2022 Ferrari SF90 Stradale,$879800
www.cars.com/vehicledetail/fe84d383-1c52-432b-9eff-131223cf35ad/,Used,2020 Ferrari Portofino Base,$286488
www.cars.com/vehicledetail/57ee7ce3-e506-46c9-9607-bc3633f40fd6/,Used,2007 Ferrari 599 GTB Fiorano F1A,$169880
www.cars.com/vehicledetail/1dca0fff-3486-4910-87f7-6fe0c680ec4b/,Used,2016 Ferrari California T,$169995
www.cars.com/vehicledetail/71e83060-065e-4928-80c4-4f2fb5451f68/,Used,2003 Ferrari 360 Modena,$177490
www.cars.com/vehicledetail/bac0af79-60a7-49fe-85cd-a770175f2117/,Used,2021 Ferrari SF90 Stradale Base,$887000
www.cars.com/vehicledetail/3706426e-6c46-473a-9aa6-be0943640776/,Ferrari Certified,2020 Ferrari 488 Pista,$569900
www.cars.com/vehicledetail/aa1ef42a-2863-4d26-a4f7-ba5cc5cb3066/,Used,2018 Ferrari GTC4Lusso V12,$239900
www.cars.com/vehicledetail/15d90036-cf32-46ba-bb99-7c69de05b2ec/,Used,2018 Ferrari 488 Spider Base,$374895
www.cars.com/vehicledetail/ade06194-bc2c-4fc5-9742-d179b6203de5/,Used,2009 Ferrari F430 Scuderia,$329991
www.cars.com/vehicledetail/45b1cead-b6e6-4ea6-9ddf-4d53dd9fda7c/,Used,2009 Ferrari 599 GTB Fiorano F1A,$198991
www.cars.com/vehicledetail/59e81415-6869-4002-8e36-80a25e37feaf/,Used,2021 Ferrari F8 Spider Base,$539985
www.cars.com/vehicledetail/e4577748-0a5b-4aeb-a975-7f1e8cdd4523/,Used,2021 Ferrari Roma Base,$299985
www.cars.com/vehicledetail/5a5d426c-9214-4b5c-8b25-fe3996cb4b75/,Used,2022 Ferrari 812 GTS Base,$764900
www.cars.com/vehicledetail/b7d3318b-0442-43d3-88ae-fb12ed8103e7/,Used,2010 Ferrari California,$119900
www.cars.com/vehicledetail/f0d318a6-9892-4b71-b7da-b75ef378fa6e/,Used,2016 Ferrari 488 GTB Base,$269990
www.cars.com/vehicledetail/ec263747-d8e9-49f1-88f6-c17cc6c92177/,Used,2009 Ferrari F430 Scuderia,$329000
www.cars.com/vehicledetail/b0c9d99f-3de3-46ff-baf7-d627d589b4c7/,Used,2019 Ferrari Portofino Base,$259997
www.cars.com/vehicledetail/0f124274-98f7-4b69-bcac-57f105e99771/,Ferrari Certified,2017 Ferrari California T,$187949
www.cars.com/vehicledetail/658d670c-f99e-4a30-ae50-69ac87372dc9/,Used,2017 Ferrari 488 Spider Base,$339999
www.cars.com/vehicledetail/448877b9-ce58-457f-81ed-f4a608bf3a79/,Used,2019 Ferrari 812 Superfast Base,$438990
www.cars.com/vehicledetail/2504a775-af84-4f45-8e8b-9c79effe3a68/,Used,2020 Ferrari Portofino Base,$350000
www.cars.com/vehicledetail/cf0510b7-0b18-4c98-bc34-47047c35a51f/,Used,2008 Ferrari 599 GTB Fiorano,$162955
www.cars.com/vehicledetail/a8a38fe7-0f29-4366-ae4c-f3c9e5b299b7/,Used,2011 Ferrari 599 GTB Fiorano Base,$649888
www.cars.com/vehicledetail/ff6f6550-ba71-4cc0-b7bb-448ed75cea99/,Used,2018 Ferrari 488 GTB Base,$289990
www.cars.com/vehicledetail/72ef2d53-3e26-44ad-97ab-db7e230a0a08/,Used,2018 Ferrari 488 Spider,$355000
www.cars.com/vehicledetail/6209ecb2-9dc0-47f9-a474-fa49801eafcf/,Ferrari Certified,2019 Ferrari Portofino Base,$324900
www.cars.com/vehicledetail/4a69acff-6d46-4904-a77f-b3e8cbaeeb0f/,Used,2018 Ferrari 488 Spider Base,$369900
www.cars.com/vehicledetail/c758a926-1c30-4efc-9996-9c4fbc6c8f43/,Used,2005 Ferrari F430 Berlinetta,$139800
www.cars.com/vehicledetail/e5a25547-dd20-45a0-985f-46ee974f8af4/,Used,2017 Ferrari 488 GTB Base,$300000
www.cars.com/vehicledetail/3d939d28-dcf2-4e51-b069-3c5ec228fb3b/,Used,2014 Ferrari California Base,$126488
www.cars.com/vehicledetail/3d821da9-d319-4928-90d0-39eeae4d5497/,Used,2020 Ferrari 488 Pista Base,$575000
www.cars.com/vehicledetail/f3d7109c-d0b6-4fae-a9b1-82caca211b7b/,Used,2021 Ferrari F8 Spider Base,$599999
www.cars.com/vehicledetail/2f6dd081-47b1-4843-ad72-bf12f78bb484/,Used,2015 Ferrari 458 Speciale Speciale,$539000
www.cars.com/vehicledetail/3db88493-427b-4c21-8690-7f6e53087eab/,Used,2017 Ferrari 488 Spider Base,$299900
www.cars.com/vehicledetail/a6c9cab3-7be6-43d4-98d1-84b51cea4276/,Used,2013 Ferrari 458 Spider Base,$294995
www.cars.com/vehicledetail/90b97d98-cad9-4313-9436-c2ffb6c2a591/,Used,2016 Ferrari California T,$179999
www.cars.com/vehicledetail/b3bc9f20-1478-486a-8970-4238dacdc0a0/,Ferrari Certified,2022 Ferrari 812 GTS,$798500
www.cars.com/vehicledetail/a74c387b-136d-4bb3-8b5e-82a3893e9494/,Used,2019 Ferrari 488 Spider Base,$384488
www.cars.com/vehicledetail/1a33d8f6-b494-4b83-9b1e-cde44a51b3ec/,Used,2018 Ferrari GTC4Lusso V8,$309988
www.cars.com/vehicledetail/23e1f620-1e50-4a37-8f4c-2a7babfa17e8/,Used,2018 Ferrari 488 Spider Base,$349995
www.cars.com/vehicledetail/25ff689c-d54c-4e9e-bdde-ce3ab88083d2/,Used,2018 Ferrari 488 Spider Base,$359999
www.cars.com/vehicledetail/59ec7d02-421d-42ae-9d60-4beb71344be0/,Used,2021 Ferrari F8 Spider,$559900
www.cars.com/vehicledetail/7a8b1a19-eb77-4dfb-9892-e6751d66d521/,Used,2011 Ferrari 458 Italia Base,$239900
www.cars.com/vehicledetail/9f72e4ce-a79c-4d9c-80f6-24ebd20b2ab1/,Ferrari Certified,2021 Ferrari F8 Spider,$549900
www.cars.com/vehicledetail/73f8c2f3-35d3-4c76-bdf7-ff5d5887a2dd/,Used,2021 Ferrari Roma Base,$334995
www.cars.com/vehicledetail/5246943e-2b4c-4e38-b70a-0fc82053f821/,Used,2014 Ferrari 458 Italia,$297998
www.cars.com/vehicledetail/2f932230-df3b-4915-b512-cbf6f1c95b21/,Used,2015 Ferrari California T,$163888
www.cars.com/vehicledetail/7c4e312e-a38f-4165-a74e-a7ee5ada7508/,Used,2015 Ferrari 458 Speciale Base,$584995
www.cars.com/vehicledetail/b3d1e839-947f-4c91-9eb8-a1d8d7904c81/,Used,2003 Ferrari 360 Spider,$99995
www.cars.com/vehicledetail/1d80b5d8-fd7f-4ba5-b618-58c5906738b5/,Used,2019 Ferrari Portofino Base,$289995
www.cars.com/vehicledetail/e405ea84-bf99-4321-bafc-d3dbe8bd8b0f/,Used,2017 Ferrari 488 Spider Base,$225495
www.cars.com/vehicledetail/97103289-a186-4ac0-9634-7bd2d4177a7a/,Used,2019 Ferrari 488 Pista Base,$559895
www.cars.com/vehicledetail/5fc47e07-6ebb-42ae-869e-3e51d75c9003/,Used,2006 Ferrari F430 Berlinetta,$121990
www.cars.com/vehicledetail/a06bfaeb-1564-4b25-9c17-b9b63487c29b/,Used,2021 Ferrari 812 GTS Base,$749000
www.cars.com/vehicledetail/e89acd10-5d42-4494-a0b5-b69edd8b4db0/,Used,2018 Ferrari 488 Spider Base,$369995
www.cars.com/vehicledetail/8db036db-e0cd-4bf5-88cf-f4727ff3f28c/,Used,2017 Ferrari 488 Spider Base,$329900
www.cars.com/vehicledetail/2650bbc9-9d98-45fc-a087-665d9c8878b4/,Used,2021 Ferrari F8 Spider Base,$559900
www.cars.com/vehicledetail/04d770ac-44bc-4e4a-a931-61a1f0e3c72d/,Used,2017 Ferrari California T,$184900
www.cars.com/vehicledetail/b82bdc4d-1b6a-42e0-b888-8a4e4b1f8ee9/,Ferrari Certified,2018 Ferrari 488 Spider Base,$338995
www.cars.com/vehicledetail/28bdc452-0c0b-47d5-b74d-3cac41d36c5f/,Used,2010 Ferrari 458 Italia Base,$249800
www.cars.com/vehicledetail/18a96f50-05f5-4acb-a10b-8153f00a6dcf/,Used,2008 Ferrari F430 Spider,$169999
www.cars.com/vehicledetail/479e05a3-aa94-4f48-85f0-8cc085024b56/,Used,2018 Ferrari 488 Spider Base,$369995
www.cars.com/vehicledetail/44ae8258-45ab-408e-98dd-812c07e7de78/,Used,2004 Ferrari Challenge Stradale,$299900
www.cars.com/vehicledetail/42b933fd-2358-4575-98f2-cad73ad55a3b/,Used,2020 Ferrari Portofino 2DR CPE,$289999
www.cars.com/vehicledetail/6951b110-f9b8-4a7f-b088-1752de3f33bd/,Used,2017 Ferrari 488 GTB Base,$299888
www.cars.com/vehicledetail/8e9a715d-d3e9-460c-b479-d789e360cf9d/,Used,2017 Ferrari California T,$204998
www.cars.com/vehicledetail/ae51ae2a-2e10-4be2-a699-dd3d8bdf964b/,Used,2013 Ferrari 458 Italia Base,$244900
www.cars.com/vehicledetail/28c2797e-7145-4a56-bc34-e0ec593a4d60/,Used,2017 Ferrari 488 Spider Base,$373000
www.cars.com/vehicledetail/d2d73307-0986-47f5-96b9-c64a90e23777/,Used,2017 Ferrari 488 Spider Base,$337888
www.cars.com/vehicledetail/001e0cdd-e21c-46cc-815b-d5023280c0b4/,Used,2017 Ferrari 488 GTB Base,$275000
www.cars.com/vehicledetail/563d22f3-7267-4627-b33d-790afd6b2eb1/,Used,2017 Ferrari 488 Spider Base,$349900
www.cars.com/vehicledetail/fde15448-b564-4bcc-908f-f55eddb9732d/,Used,2015 Ferrari F12berlinetta Base,$281888
www.cars.com/vehicledetail/a14e08d3-57c0-470a-ad40-3c83be4b095b/,Used,2007 Ferrari F430 Berlinetta,$141995
www.cars.com/vehicledetail/4806e7f1-91bb-410f-bd6f-4365c9517e49/,Used,2016 Ferrari California T,$162980
www.cars.com/vehicledetail/60bd6db3-450e-464b-b95b-d16115892266/,Used,2008 Ferrari F430 Spider,$150000
www.cars.com/vehicledetail/8ef0a01e-e403-46d1-9a86-41d500248e88/,Used,2015 Ferrari California T,$164900
www.cars.com/vehicledetail/372a2e8b-5402-4351-9270-67ed69195607/,Used,2017 Ferrari 488 Spider Base,$360000
www.cars.com/vehicledetail/b9dc4a8c-d19c-4a29-b61e-193b4841c765/,Used,2016 Ferrari 488 GTB Base,$269000
www.cars.com/vehicledetail/7cad0bce-60f7-4e57-86bc-f55bed9b79a5/,Used,2012 Ferrari 458 Spider Base,$300000
www.cars.com/vehicledetail/fedf4b78-25c2-4418-8013-d17e503d3718/,Used,2018 Ferrari California T,$199995
www.cars.com/vehicledetail/7765e2db-ab3d-48a3-bed2-830f53252e2a/,Ferrari Certified,2022 Ferrari F8 Spider Base,$549900
www.cars.com/vehicledetail/9b063777-485d-4045-8abc-b426bda53298/,Ferrari Certified,2014 Ferrari 458 Speciale Base,$538888
www.cars.com/vehicledetail/2c985d4d-c000-4fcf-86e1-bd361b14ec07/,Ferrari Certified,2013 Ferrari 458 Spider Base,$289995
www.cars.com/vehicledetail/74fe95a0-b405-47a1-bd12-e589b51d058d/,Used,2017 Ferrari 488 Spider Base,$340000
www.cars.com/vehicledetail/8a45ce22-9362-4cf9-b35c-ca9c55779370/,Ferrari Certified,2021 Ferrari F8 Tributo Base,$439995
www.cars.com/vehicledetail/d2b568bc-a531-44e3-91b2-9a752c01e47e/,Used,2017 Ferrari California T,$199990
www.cars.com/vehicledetail/d6dc0b47-17d6-4b20-a549-0f7f9c285cb8/,Used,2001 Ferrari 360 Spider F1,$119900
www.cars.com/vehicledetail/46dd1661-5e10-4cad-adaf-8da41433c24a/,Used,2005 Ferrari 612 Scaglietti F1A,$349900
www.cars.com/vehicledetail/24ce2f9e-8e2e-4d5f-93bf-2fb6d25713c4/,Used,2020 Ferrari GTC4Lusso T,$249999
www.cars.com/vehicledetail/64ac7727-c956-4830-a1c2-a24664fb69d4/,Used,2021 Ferrari F8 Tributo Base,$454888
www.cars.com/vehicledetail/1c5d1e5a-5e35-4080-83fd-ef4c882a220e/,Used,2017 Ferrari 488 Spider Base,$349800
www.cars.com/vehicledetail/43d17278-855d-43dd-a7eb-70069e5bb1d8/,Used,2011 Ferrari 458 Italia Base,$229995
www.cars.com/vehicledetail/655058d0-6c5b-470c-b02c-1fdd6078290a/,Used,2011 Ferrari 458 Italia Base,$215991
www.cars.com/vehicledetail/a894c69b-4eeb-4896-8ecf-0139821b2af0/,Used,2016 Ferrari FF Base,$199777
www.cars.com/vehicledetail/f34850b6-de21-4f80-a5ba-b6a6b1059bda/,Used,2006 Ferrari F430 Spider,$156900
www.cars.com/vehicledetail/96e74123-ebeb-48be-9bde-2a83eba44729/,Used,2017 Ferrari 488 Spider Base,$354895
www.cars.com/vehicledetail/8df1dc28-02a2-476a-a85a-47f1d6765ca2/,Ferrari Certified,2021 Ferrari Roma Base,$319000
www.cars.com/vehicledetail/9a83bb56-3070-418e-a406-d22bd911b13c/,Used,2018 Ferrari 488 GTB Base,$314895
www.cars.com/vehicledetail/c0067ccf-3bcb-4be7-b9c6-f47ee4ef813a/,Used,2005 Ferrari F430 Berlinetta,$159995
www.cars.com/vehicledetail/7a38ff4f-a3d3-4868-900a-9dd34a202e43/,Ferrari Certified,2019 Ferrari Portofino Base,$276900
www.cars.com/vehicledetail/2d845d17-a205-4b7a-aeeb-825f5ee834c4/,Used,2017 Ferrari 488 Spider Base,$349995
www.cars.com/vehicledetail/fc62bedf-0e12-4ba5-985d-46814a51da8c/,Used,2017 Ferrari F12berlinetta Base,$1399000
www.cars.com/vehicledetail/a9536ed6-fcfe-4e8a-8c58-39302cf1f30f/,Used,2022 Ferrari SF90 Stradale Base,$882988
www.cars.com/vehicledetail/250cae3e-e1be-4ad9-bc96-0e2a0c3a4477/,Used,2016 Ferrari 488 GTB Base,$299900
www.cars.com/vehicledetail/2c86f508-c259-4b4a-8930-1c62a8a34181/,Used,2016 Ferrari California T,$169999
www.cars.com/vehicledetail/b5689b00-782d-4164-afdc-4d8cc0d8c7b2/,Used,2019 Ferrari Portofino Base,$269000
www.cars.com/vehicledetail/fa58833d-52d0-458c-9206-0dd808e5919b/,Ferrari Certified,2019 Ferrari 488 Pista Base,$559900
www.cars.com/vehicledetail/750a22f8-7231-4cb0-8384-9a5cfd27ebf5/,Used,2011 Ferrari 458 Italia Base,$229900
www.cars.com/vehicledetail/f51f63d5-f2b5-4819-bd49-83715c554701/,Ferrari Certified,2012 Ferrari 458 Italia Base,$237400
www.cars.com/vehicledetail/6c81ae82-291f-43a2-8172-6768ad987835/,Used,2014 Ferrari 458 Italia Base,$269800
www.cars.com/vehicledetail/5e83a45a-131f-48dc-ab65-79d88416ac5b/,Used,2019 Ferrari Portofino,$245888
www.cars.com/vehicledetail/5a9625d6-4623-4ab3-bdb0-7ed433c58946/,Ferrari Certified,2021 Ferrari SF90 Stradale Assetto Fiorano,$899900
www.cars.com/vehicledetail/4e927a99-b60f-4cd1-8385-6f6783e17b7b/,Used,2005 Ferrari F430 Spider,$324995
www.cars.com/vehicledetail/c6ad592e-2d02-4682-b3b0-e79582649691/,Used,2017 Ferrari 488 Spider Base,$354900
www.cars.com/vehicledetail/03d00f4b-b59a-43a4-8f69-3aedc1b26251/,Used,2021 Ferrari SF90 Stradale Base,$999996
www.cars.com/vehicledetail/81399751-81b3-4824-b3b4-87b952dcc1fe/,Used,2020 Ferrari Portofino Base,$265000
www.cars.com/vehicledetail/d0017a82-a1c2-4bed-a5b0-1126be779633/,Ferrari Certified,2011 Ferrari California Base,$129995
www.cars.com/vehicledetail/5ac4df72-5c30-4ddd-80b5-a6e710f7154b/,Used,2006 Ferrari F430 Spider,$142691
www.cars.com/vehicledetail/aefa4f12-0f9f-4ed7-a257-ad38b81de36e/,Used,2015 Ferrari 458 Spider Base,$368991
www.cars.com/vehicledetail/d89471d3-8f3d-420a-88d8-7ecead7855a3/,Used,2021 Ferrari 812 Superfast Base,$520981
www.cars.com/vehicledetail/0e7b1577-283a-4746-951d-f98e15008157/,Used,2018 Ferrari 488 Spider Base,$299777
www.cars.com/vehicledetail/fbf986bd-959e-4f38-8ba8-d5eacdf6f4cd/,Used,2016 Ferrari 488 GTB Base,$279950
www.cars.com/vehicledetail/aad91a87-2e31-4f5c-baf8-d37c38e03667/,Used,2010 Ferrari 458 Italia Base,$249900
www.cars.com/vehicledetail/67a2fb68-ae1d-4e41-9951-845200d82396/,Used,2017 Ferrari 488 GTB Base,$289895
www.cars.com/vehicledetail/34ec143b-ebe4-40d6-b57c-731a6d9e7765/,Used,2022 Ferrari SF90 Stradale Base,$887000
www.cars.com/vehicledetail/08179681-1dbc-4df0-8774-888e720d1018/,Used,2008 Ferrari 612 Scaglietti,$179999
www.cars.com/vehicledetail/9ee3ff65-bd38-4e7e-aab9-95ec64bfd99e/,Used,2016 Ferrari California T,$174955
www.cars.com/vehicledetail/4bc3f7cc-092f-4dd9-90aa-c2e88a4590ad/,Used,2015 Ferrari 458 Spider Base,$319950
www.cars.com/vehicledetail/10ab1665-8880-40a5-a90b-7eddd9927409/,Used,2019 Ferrari Portofino,$269900
www.cars.com/vehicledetail/112e00fc-220b-416d-af4f-018ff31c9aaa/,Used,2020 Ferrari GTC4Lusso V12,$259998
www.cars.com/vehicledetail/758e15ae-fdcf-4dfa-815d-097531e84c73/,Ferrari Certified,2019 Ferrari 812 Superfast,$442900
www.cars.com/vehicledetail/180d1b20-d1f8-44ec-84df-51d1b86964d3/,Used,2015 Ferrari F12berlinetta,$289000
www.cars.com/vehicledetail/f3d2d9aa-ead7-416b-a6de-bd39484183ed/,Used,2017 Ferrari 488 Spider Base,$359985
www.cars.com/vehicledetail/a63e7738-3e83-491a-b281-42cf455556dd/,Used,2021 Ferrari 812 GTS,$719000
www.cars.com/vehicledetail/b76c0bc2-0cc9-4c7f-9543-d8536c32231d/,Used,2017 Ferrari 488 GTB Base,$291895
www.cars.com/vehicledetail/f9202c41-8464-44c1-b4d9-de2928832986/,Used,2019 Ferrari Portofino Base,$248990
www.cars.com/vehicledetail/f203ba58-8616-4dec-a2e3-19e72791edb2/,Used,2018 Ferrari GTC4Lusso T,$234577
www.cars.com/vehicledetail/9a2f1b1f-226c-4970-a178-ecb79515bde5/,Used,2018 Ferrari 488 Spider Base,$339990
www.cars.com/vehicledetail/32a6acab-10aa-4cfd-9f4d-b1b7443a6014/,Used,1999 Ferrari F355 Spider,$129000
www.cars.com/vehicledetail/1e8178aa-46b0-4102-9c58-a6f1a902ad8d/,Used,2012 Ferrari California Base,$136991
www.cars.com/vehicledetail/9d1bb454-50d6-4f2e-bdcf-95e49aeb3d49/,Used,2015 Ferrari 458 Speciale Base,$576458
www.cars.com/vehicledetail/f41822a4-dc88-4acd-9e60-41d94c6cda63/,Used,2013 Ferrari California Base,$129700
www.cars.com/vehicledetail/ca264b09-3986-4f4b-b2fc-17069a037f90/,Used,2008 Ferrari 599 GTB Fiorano,$189900
www.cars.com/vehicledetail/6f2913f1-068a-4181-bd36-102885b5b851/,Used,2017 Ferrari GTC4Lusso V12,$285000
www.cars.com/vehicledetail/d5fd618b-6512-4cdc-833f-95c9be2255b5/,Used,2019 Ferrari GTC4Lusso T,$244975
www.cars.com/vehicledetail/4deeacc3-9d03-4bc9-ad26-5f5ebd2ebd33/,Used,2015 Ferrari 458 Speciale Base,Not Priced
www.cars.com/vehicledetail/d87c0f26-cbcb-4f58-8ef9-cd425455bda4/,Used,2018 Ferrari GTC4Lusso T,$224895
www.cars.com/vehicledetail/0d6232a7-c730-4a1e-8f9f-346c47f05fbd/,Used,2011 Ferrari 458 Italia Base,$249900
www.cars.com/vehicledetail/663383f7-d9e9-48e8-9b2f-08a68c2c96d0/,Used,2022 Ferrari SF90 Stradale Base,$899000
www.cars.com/vehicledetail/a55c9eee-1c47-4f86-b890-6d5a0646efda/,Ferrari Certified,2021 Ferrari Roma Base,$324990
www.cars.com/vehicledetail/81290568-5f0b-4453-9cac-34b409bb2c53/,Ferrari Certified,2022 Ferrari SF90 Stradale Base,$959991
www.cars.com/vehicledetail/46f77c33-89f2-4f20-b65f-fa450a872adb/,Used,2005 Ferrari F430 Spider,$339990
www.cars.com/vehicledetail/6693bfdb-4ec8-41b6-bac5-78702789b4e0/,Ferrari Certified,2018 Ferrari 488 Spider Base,$334900
www.cars.com/vehicledetail/2332b002-954a-4ae7-87db-4dd43aa34221/,Used,2019 Ferrari Portofino Base,$199998
www.cars.com/vehicledetail/145d32e3-5111-4e61-b7d7-68c50d1f4670/,Used,2017 Ferrari 488 Spider Base,$339000
www.cars.com/vehicledetail/d836deaf-6076-4aa2-88f7-1f4495508eb5/,Used,2012 Ferrari 458 Spider Base,$284500
www.cars.com/vehicledetail/73e149f1-e65e-424e-88a0-decbe5dbdcb2/,Ferrari Certified,2021 Ferrari SF90 Stradale Base,$949000
www.cars.com/vehicledetail/fced5429-5c0c-4f61-9d32-e505060dc40f/,Used,2017 Ferrari 488 Spider Base,$339000
www.cars.com/vehicledetail/6b9d25da-5912-40b2-b781-ddd37f1dce95/,Used,2015 Ferrari California T,$159900
www.cars.com/vehicledetail/dbd16e1f-4cb2-46cc-813c-ac06599d7111/,Used,2021 Ferrari F8 Spider Base,$579991
www.cars.com/vehicledetail/09a487eb-5333-495a-a5de-62cb347a042b/,Used,2021 Ferrari SF90 Stradale Base,$794990
www.cars.com/vehicledetail/b502c11e-2fe9-4dee-8807-8de324d1c9e7/,Used,2018 Ferrari GTC4Lusso T,$240000
www.cars.com/vehicledetail/ceecb553-b82e-4aa2-a459-dca9d3a3549c/,Used,2018 Ferrari GTC4Lusso T,$229985
www.cars.com/vehicledetail/c81d8957-a31e-47a1-9324-e1e01b884d99/,Used,2012 Ferrari FF Base,$185000
www.cars.com/vehicledetail/924a27e8-ac7e-408c-92d5-0018bd1b2d35/,Used,2018 Ferrari GTC4Lusso V12,$239995
www.cars.com/vehicledetail/974e153e-23b5-48fa-a259-f29dab007e0c/,Used,2016 Ferrari 488 GTB Base,$284900
www.cars.com/vehicledetail/aa9bdb12-a310-4c10-8d88-b8020c95c9c0/,Ferrari Certified,2018 Ferrari 488 Spider Base,$362900
www.cars.com/vehicledetail/0509a757-6e21-4061-9fdd-05bb9ffc745d/,Used,2005 Ferrari 612 Scaglietti,$99995
www.cars.com/vehicledetail/e7eebf95-6dee-49db-9d54-a1d75a2f1018/,Ferrari Certified,2008 Ferrari F430 Spider,$185991
www.cars.com/vehicledetail/6b4c1eac-4fa4-44b5-9fef-7a9b1fc96161/,Used,2021 Ferrari Portofino Base,$295000
